"","Item","Suport","Confidence"
"7348","{bottled water,citrus fruit,white bread}","5","0.00198965"
"7349","{bottled water,citrus fruit,whole milk}","58","0.02308"
"7350","{bottled water,citrus fruit,whole milk,yogurt}","18","0.00716275"
"7351","{bottled water,citrus fruit,yogurt}","40","0.0159172"
"7352","{bottled water,cleaner}","7","0.00278552"
"7353","{bottled water,cling film/bags}","19","0.00756068"
"7354","{bottled water,cling film/bags,coffee}","5","0.00198965"
"7355","{bottled water,cling film/bags,fruit/vegetable juice}","5","0.00198965"
"7356","{bottled water,cling film/bags,other vegetables}","5","0.00198965"
"7357","{bottled water,cling film/bags,root vegetables}","5","0.00198965"
"7358","{bottled water,cling film/bags,soda}","9","0.00358138"
"7359","{bottled water,cling film/bags,whole milk}","5","0.00198965"
"7360","{bottled water,coffee}","72","0.028651"
"7361","{bottled water,coffee,condensed milk}","5","0.00198965"
"7362","{bottled water,coffee,cream cheese }","8","0.00318345"
"7363","{bottled water,coffee,dessert}","5","0.00198965"
"7364","{bottled water,coffee,domestic eggs}","8","0.00318345"
"7365","{bottled water,coffee,frankfurter}","10","0.00397931"
"7366","{bottled water,coffee,frankfurter,whole milk}","7","0.00278552"
"7367","{bottled water,coffee,frankfurter,yogurt}","6","0.00238758"
"7368","{bottled water,coffee,fruit/vegetable juice}","17","0.00676482"
"7369","{bottled water,coffee,fruit/vegetable juice,other vegetables}","7","0.00278552"
"7370","{bottled water,coffee,fruit/vegetable juice,rolls/buns}","5","0.00198965"
"7371","{bottled water,coffee,fruit/vegetable juice,shopping bags}","5","0.00198965"
"7372","{bottled water,coffee,fruit/vegetable juice,soda}","9","0.00358138"
"7373","{bottled water,coffee,fruit/vegetable juice,sugar}","5","0.00198965"
"7374","{bottled water,coffee,fruit/vegetable juice,tropical fruit}","5","0.00198965"
"7375","{bottled water,coffee,fruit/vegetable juice,whole milk}","8","0.00318345"
"7376","{bottled water,coffee,fruit/vegetable juice,yogurt}","6","0.00238758"
"7377","{bottled water,coffee,grapes}","7","0.00278552"
"7378","{bottled water,coffee,hygiene articles}","5","0.00198965"
"7379","{bottled water,coffee,long life bakery product}","5","0.00198965"
"7380","{bottled water,coffee,margarine}","7","0.00278552"
"7381","{bottled water,coffee,misc. beverages}","7","0.00278552"
"7382","{bottled water,coffee,misc. beverages,soda}","5","0.00198965"
"7383","{bottled water,coffee,newspapers}","7","0.00278552"
"7384","{bottled water,coffee,newspapers,rolls/buns}","5","0.00198965"
"7385","{bottled water,coffee,oil}","7","0.00278552"
"7386","{bottled water,coffee,oil,other vegetables}","6","0.00238758"
"7387","{bottled water,coffee,onions}","6","0.00238758"
"7388","{bottled water,coffee,other vegetables}","21","0.00835655"
"7389","{bottled water,coffee,other vegetables,rolls/buns}","7","0.00278552"
"7390","{bottled water,coffee,other vegetables,root vegetables}","5","0.00198965"
"7391","{bottled water,coffee,other vegetables,sausage}","6","0.00238758"
"7392","{bottled water,coffee,other vegetables,soda}","7","0.00278552"
"7393","{bottled water,coffee,other vegetables,whipped/sour cream}","5","0.00198965"
"7394","{bottled water,coffee,other vegetables,whole milk}","9","0.00358138"
"7395","{bottled water,coffee,other vegetables,yogurt}","8","0.00318345"
"7396","{bottled water,coffee,pastry}","7","0.00278552"
"7397","{bottled water,coffee,pip fruit}","6","0.00238758"
"7398","{bottled water,coffee,red/blush wine}","5","0.00198965"
"7399","{bottled water,coffee,rolls/buns}","22","0.00875448"
"7400","{bottled water,coffee,rolls/buns,root vegetables}","5","0.00198965"
"7401","{bottled water,coffee,rolls/buns,soda}","8","0.00318345"
"7402","{bottled water,coffee,rolls/buns,whole milk}","9","0.00358138"
"7403","{bottled water,coffee,rolls/buns,yogurt}","7","0.00278552"
"7404","{bottled water,coffee,root vegetables}","12","0.00477517"
"7405","{bottled water,coffee,salty snack}","8","0.00318345"
"7406","{bottled water,coffee,salty snack,soda}","5","0.00198965"
"7407","{bottled water,coffee,sausage}","10","0.00397931"
"7408","{bottled water,coffee,shopping bags}","11","0.00437724"
"7409","{bottled water,coffee,shopping bags,soda}","6","0.00238758"
"7410","{bottled water,coffee,soda}","24","0.00955034"
"7411","{bottled water,coffee,soda,tropical fruit}","5","0.00198965"
"7412","{bottled water,coffee,soda,whipped/sour cream}","5","0.00198965"
"7413","{bottled water,coffee,soda,whole milk}","8","0.00318345"
"7414","{bottled water,coffee,soda,yogurt}","7","0.00278552"
"7415","{bottled water,coffee,specialty bar}","5","0.00198965"
"7416","{bottled water,coffee,sugar}","8","0.00318345"
"7417","{bottled water,coffee,tropical fruit}","9","0.00358138"
"7418","{bottled water,coffee,tropical fruit,yogurt}","6","0.00238758"
"7419","{bottled water,coffee,waffles}","7","0.00278552"
"7420","{bottled water,coffee,waffles,whole milk}","5","0.00198965"
"7421","{bottled water,coffee,whipped/sour cream}","11","0.00437724"
"7422","{bottled water,coffee,whipped/sour cream,whole milk}","6","0.00238758"
"7423","{bottled water,coffee,whipped/sour cream,yogurt}","5","0.00198965"
"7424","{bottled water,coffee,white bread}","5","0.00198965"
"7425","{bottled water,coffee,whole milk}","26","0.0103462"
"7426","{bottled water,coffee,whole milk,yogurt}","9","0.00358138"
"7427","{bottled water,coffee,yogurt}","22","0.00875448"
"7428","{bottled water,condensed milk}","14","0.00557103"
"7429","{bottled water,condensed milk,fruit/vegetable juice}","5","0.00198965"
"7430","{bottled water,condensed milk,rolls/buns}","5","0.00198965"
"7431","{bottled water,condensed milk,soda}","7","0.00278552"
"7432","{bottled water,cooking chocolate}","6","0.00238758"
"7433","{bottled water,cooking chocolate,whole milk}","5","0.00198965"
"7434","{bottled water,cream cheese }","58","0.02308"
"7435","{bottled water,cream cheese ,curd}","5","0.00198965"
"7436","{bottled water,cream cheese ,dessert}","9","0.00358138"
"7437","{bottled water,cream cheese ,dessert,other vegetables}","5","0.00198965"
"7438","{bottled water,cream cheese ,domestic eggs}","5","0.00198965"
"7439","{bottled water,cream cheese ,frankfurter}","5","0.00198965"
"7440","{bottled water,cream cheese ,frozen vegetables}","6","0.00238758"
"7441","{bottled water,cream cheese ,fruit/vegetable juice}","14","0.00557103"
"7442","{bottled water,cream cheese ,fruit/vegetable juice,soda}","8","0.00318345"
"7443","{bottled water,cream cheese ,fruit/vegetable juice,soda,yogurt}","5","0.00198965"
"7444","{bottled water,cream cheese ,fruit/vegetable juice,whole milk}","7","0.00278552"
"7445","{bottled water,cream cheese ,fruit/vegetable juice,whole milk,yogurt}","5","0.00198965"
"7446","{bottled water,cream cheese ,fruit/vegetable juice,yogurt}","7","0.00278552"
"7447","{bottled water,cream cheese ,hard cheese}","5","0.00198965"
"7448","{bottled water,cream cheese ,margarine}","8","0.00318345"
"7449","{bottled water,cream cheese ,margarine,whole milk}","5","0.00198965"
"7450","{bottled water,cream cheese ,napkins}","6","0.00238758"
"7451","{bottled water,cream cheese ,newspapers}","11","0.00437724"
"7452","{bottled water,cream cheese ,newspapers,rolls/buns}","5","0.00198965"
"7453","{bottled water,cream cheese ,newspapers,soda}","5","0.00198965"
"7454","{bottled water,cream cheese ,newspapers,yogurt}","6","0.00238758"
"7455","{bottled water,cream cheese ,other vegetables}","19","0.00756068"
"7456","{bottled water,cream cheese ,other vegetables,rolls/buns}","5","0.00198965"
"7457","{bottled water,cream cheese ,other vegetables,root vegetables}","6","0.00238758"
"7458","{bottled water,cream cheese ,other vegetables,soda}","5","0.00198965"
"7459","{bottled water,cream cheese ,other vegetables,tropical fruit}","6","0.00238758"
"7460","{bottled water,cream cheese ,other vegetables,whole milk}","9","0.00358138"
"7461","{bottled water,cream cheese ,other vegetables,yogurt}","6","0.00238758"
"7462","{bottled water,cream cheese ,pastry}","6","0.00238758"
"7463","{bottled water,cream cheese ,pip fruit}","11","0.00437724"
"7464","{bottled water,cream cheese ,pip fruit,whole milk}","8","0.00318345"
"7465","{bottled water,cream cheese ,pip fruit,whole milk,yogurt}","5","0.00198965"
"7466","{bottled water,cream cheese ,pip fruit,yogurt}","6","0.00238758"
"7467","{bottled water,cream cheese ,rolls/buns}","17","0.00676482"
"7468","{bottled water,cream cheese ,rolls/buns,soda}","8","0.00318345"
"7469","{bottled water,cream cheese ,rolls/buns,soda,yogurt}","7","0.00278552"
"7470","{bottled water,cream cheese ,rolls/buns,tropical fruit}","6","0.00238758"
"7471","{bottled water,cream cheese ,rolls/buns,tropical fruit,whole milk}","5","0.00198965"
"7472","{bottled water,cream cheese ,rolls/buns,whole milk}","7","0.00278552"
"7473","{bottled water,cream cheese ,rolls/buns,yogurt}","8","0.00318345"
"7474","{bottled water,cream cheese ,root vegetables}","12","0.00477517"
"7475","{bottled water,cream cheese ,root vegetables,tropical fruit}","6","0.00238758"
"7476","{bottled water,cream cheese ,root vegetables,yogurt}","5","0.00198965"
"7477","{bottled water,cream cheese ,sausage}","6","0.00238758"
"7478","{bottled water,cream cheese ,shopping bags}","10","0.00397931"
"7479","{bottled water,cream cheese ,soda}","20","0.00795862"
"7480","{bottled water,cream cheese ,soda,spread cheese}","5","0.00198965"
"7481","{bottled water,cream cheese ,soda,whole milk}","7","0.00278552"
"7482","{bottled water,cream cheese ,soda,whole milk,yogurt}","5","0.00198965"
"7483","{bottled water,cream cheese ,soda,yogurt}","11","0.00437724"
"7484","{bottled water,cream cheese ,spread cheese}","5","0.00198965"
"7485","{bottled water,cream cheese ,tropical fruit}","19","0.00756068"
"7486","{bottled water,cream cheese ,tropical fruit,whole milk}","10","0.00397931"
"7487","{bottled water,cream cheese ,tropical fruit,yogurt}","6","0.00238758"
"7488","{bottled water,cream cheese ,whipped/sour cream}","9","0.00358138"
"7489","{bottled water,cream cheese ,white bread}","5","0.00198965"
"7490","{bottled water,cream cheese ,whole milk}","25","0.00994827"
"7491","{bottled water,cream cheese ,whole milk,yogurt}","9","0.00358138"
"7492","{bottled water,cream cheese ,yogurt}","20","0.00795862"
"7493","{bottled water,curd}","60","0.0238758"
"7494","{bottled water,curd,dessert}","6","0.00238758"
"7495","{bottled water,curd,domestic eggs}","11","0.00437724"
"7496","{bottled water,curd,domestic eggs,other vegetables}","6","0.00238758"
"7497","{bottled water,curd,domestic eggs,tropical fruit}","6","0.00238758"
"7498","{bottled water,curd,domestic eggs,tropical fruit,whole milk}","5","0.00198965"
"7499","{bottled water,curd,domestic eggs,tropical fruit,yogurt}","5","0.00198965"
"7500","{bottled water,curd,domestic eggs,whole milk}","8","0.00318345"
"7501","{bottled water,curd,domestic eggs,whole milk,yogurt}","6","0.00238758"
"7502","{bottled water,curd,domestic eggs,yogurt}","8","0.00318345"
"7503","{bottled water,curd,flour}","6","0.00238758"
"7504","{bottled water,curd,fruit/vegetable juice}","7","0.00278552"
"7505","{bottled water,curd,fruit/vegetable juice,whole milk}","6","0.00238758"
"7506","{bottled water,curd,grapes}","5","0.00198965"
"7507","{bottled water,curd,hygiene articles}","7","0.00278552"
"7508","{bottled water,curd,hygiene articles,tropical fruit}","5","0.00198965"
"7509","{bottled water,curd,hygiene articles,whole milk}","5","0.00198965"
"7510","{bottled water,curd,hygiene articles,whole milk,yogurt}","5","0.00198965"
"7511","{bottled water,curd,hygiene articles,yogurt}","6","0.00238758"
"7512","{bottled water,curd,margarine}","7","0.00278552"
"7513","{bottled water,curd,margarine,yogurt}","5","0.00198965"
"7514","{bottled water,curd,meat}","5","0.00198965"
"7515","{bottled water,curd,misc. beverages}","5","0.00198965"
"7516","{bottled water,curd,napkins}","8","0.00318345"
"7517","{bottled water,curd,napkins,whole milk}","6","0.00238758"
"7518","{bottled water,curd,newspapers}","7","0.00278552"
"7519","{bottled water,curd,newspapers,yogurt}","5","0.00198965"
"7520","{bottled water,curd,other vegetables}","21","0.00835655"
"7521","{bottled water,curd,other vegetables,pip fruit}","7","0.00278552"
"7522","{bottled water,curd,other vegetables,pip fruit,whole milk}","6","0.00238758"
"7523","{bottled water,curd,other vegetables,rolls/buns}","6","0.00238758"
"7524","{bottled water,curd,other vegetables,root vegetables}","9","0.00358138"
"7525","{bottled water,curd,other vegetables,root vegetables,tropical fruit}","7","0.00278552"
"7526","{bottled water,curd,other vegetables,sausage}","5","0.00198965"
"7527","{bottled water,curd,other vegetables,tropical fruit}","11","0.00437724"
"7528","{bottled water,curd,other vegetables,tropical fruit,whipped/sour cream}","5","0.00198965"
"7529","{bottled water,curd,other vegetables,tropical fruit,whole milk}","6","0.00238758"
"7530","{bottled water,curd,other vegetables,tropical fruit,yogurt}","7","0.00278552"
"7531","{bottled water,curd,other vegetables,whipped/sour cream}","6","0.00238758"
"7532","{bottled water,curd,other vegetables,whole milk}","11","0.00437724"
"7533","{bottled water,curd,other vegetables,whole milk,yogurt}","6","0.00238758"
"7534","{bottled water,curd,other vegetables,yogurt}","11","0.00437724"
"7535","{bottled water,curd,pastry}","9","0.00358138"
"7536","{bottled water,curd,pastry,whole milk}","7","0.00278552"
"7537","{bottled water,curd,pastry,yogurt}","5","0.00198965"
"7538","{bottled water,curd,pip fruit}","11","0.00437724"
"7539","{bottled water,curd,pip fruit,tropical fruit}","5","0.00198965"
"7540","{bottled water,curd,pip fruit,whole milk}","9","0.00358138"
"7541","{bottled water,curd,pip fruit,yogurt}","6","0.00238758"
"7542","{bottled water,curd,pork}","7","0.00278552"
"7543","{bottled water,curd,rolls/buns}","15","0.00596896"
"7544","{bottled water,curd,rolls/buns,whole milk}","8","0.00318345"
"7545","{bottled water,curd,rolls/buns,yogurt}","7","0.00278552"
"7546","{bottled water,curd,root vegetables}","12","0.00477517"
"7547","{bottled water,curd,root vegetables,tropical fruit}","9","0.00358138"
"7548","{bottled water,curd,root vegetables,tropical fruit,yogurt}","5","0.00198965"
"7549","{bottled water,curd,root vegetables,whole milk}","5","0.00198965"
"7550","{bottled water,curd,root vegetables,yogurt}","5","0.00198965"
"7551","{bottled water,curd,sausage}","7","0.00278552"
"7552","{bottled water,curd,sausage,yogurt}","6","0.00238758"
"7553","{bottled water,curd,shopping bags}","8","0.00318345"
"7554","{bottled water,curd,shopping bags,yogurt}","5","0.00198965"
"7555","{bottled water,curd,sliced cheese}","8","0.00318345"
"7556","{bottled water,curd,soda}","10","0.00397931"
"7557","{bottled water,curd,soda,whole milk}","7","0.00278552"
"7558","{bottled water,curd,tropical fruit}","21","0.00835655"
"7559","{bottled water,curd,tropical fruit,whipped/sour cream}","6","0.00238758"
"7560","{bottled water,curd,tropical fruit,whole milk}","11","0.00437724"
"7561","{bottled water,curd,tropical fruit,whole milk,yogurt}","8","0.00318345"
"7562","{bottled water,curd,tropical fruit,yogurt}","14","0.00557103"
